200k.uDance	d__Archaea	4562	0.996
200k.uDance	d__Bacteria	191444	1.000
200k.uDance	p__Euryarchaeota	642	0.255
200k.uDance	p__candidate_division_MSBL1	17	1.000
200k.uDance	p__Candidatus_Hydrothermarchaeota	5	0.556
200k.uDance	p__Methanomada_group	357	0.994
200k.uDance	p__Stenosarchaea_group	1100	0.847
200k.uDance	p__Diaforarchaea_group	754	0.666
200k.uDance	p__Proteobacteria	89692	0.975
200k.uDance	p__DPANN_group	446	0.918
200k.uDance	p__PVC_group	3132	0.925
200k.uDance	p__TACK_group	1145	0.990
200k.uDance	p__Asgard_group	90	0.887
200k.uDance	p__Marine_Group_IV	4	0.667
200k.uDance	p__DHVE6_group	1	1.000
200k.uDance	p__Nitrospirae	417	0.957
200k.uDance	p__candidate_division_pMC2A384	1	1.000
200k.uDance	p__Candidatus_Wirthbacteria	2	1.000
200k.uDance	p__candidate_division_CPR3	10	0.500
200k.uDance	p__candidate_division_WWE3	129	0.917
200k.uDance	p__candidate_division_CPR1	2	0.500
200k.uDance	p__Candidatus_Saccharibacteria	244	0.980
200k.uDance	p__Microgenomates_group	902	0.990
200k.uDance	p__Terrabacteria_group	75966	0.997
200k.uDance	p__Parcubacteria_group	2111	0.987
200k.uDance	p__Candidatus_Dojkabacteria	51	0.981
200k.uDance	p__Candidatus_Berkelbacteria	52	0.911
200k.uDance	p__candidate_division_Kazan-3B-28	10	1.000
200k.uDance	p__candidate_division_WS5	1	1.000
200k.uDance	p__candidate_division_CPR2	10	1.000
200k.uDance	p__candidate_division_WS2	1	1.000
200k.uDance	p__Candidatus_Aminicenantes	105	0.928
200k.uDance	p__Candidatus_Gracilibacteria	24	0.583
200k.uDance	p__Candidatus_Doudnabacteria	35	0.946
200k.uDance	p__candidate_division_SR1	7	0.500
200k.uDance	p__FCB_group	13115	0.976
200k.uDance	p__Spirochaetes	1443	0.989
200k.uDance	p__Calditrichaeota	40	0.512
200k.uDance	p__Candidatus_Abawacabacteria	2	1.000
200k.uDance	p__Candidatus_Peregrinibacteria	110	0.885
200k.uDance	p__Candidatus_Peribacteraceae	8	0.364
200k.uDance	p__Dictyoglomi	13	1.000
200k.uDance	p__Fusobacteria	279	0.978
200k.uDance	p__Candidatus_Ozemobacterales	1	1.000
200k.uDance	p__Candidatus_Riflebacteria	9	0.818
200k.uDance	p__candidate_division_KD3-62	1	1.000
200k.uDance	p__Candidatus_Fervidibacteria	6	1.000
200k.uDance	p__Caldiserica/Cryosericota_group	29	0.900
200k.uDance	p__Candidatus_Atribacteria	62	0.984
200k.uDance	p__Candidatus_Fraserbacteria	1	1.000
200k.uDance	p__Candidatus_Bipolaricaulota	21	0.476
200k.uDance	p__Aquificae	84	0.895
200k.uDance	p__Acidobacteria	981	0.970
200k.uDance	p__Candidatus_Lindowbacteria	2	1.000
200k.uDance	p__Synergistetes	145	0.993
200k.uDance	p__Coprothermobacterota	7	1.000
200k.uDance	p__Thermotogae	198	0.995
200k.uDance	p__Candidatus_Sumerlaeota	14	0.625
200k.uDance	p__Candidatus_Aerophobetes	24	0.846
200k.uDance	p__Candidatus_Desantisbacteria	13	0.615
200k.uDance	p__candidate_division_TA06	15	0.400
200k.uDance	p__Elusimicrobia	192	0.931
200k.uDance	p__candidate_division_NPL-UPA2	1	1.000
200k.uDance	p__Candidatus_Calescamantes	16	0.882
200k.uDance	p__candidate_division_FCPU426	3	1.000
200k.uDance	p__Candidatus_Firestonebacteria	5	1.000
200k.uDance	p__Candidatus_Poribacteria	69	1.000
200k.uDance	p__Candidatus_Dadabacteria	1	1.000
200k.uDance	p__Candidatus_Coatesbacteria	2	1.000
200k.uDance	p__Candidatus_Edwardsbacteria	6	1.000
200k.uDance	p__candidate_division_WOR-3	52	0.684
200k.uDance	p__Candidatus_Hydrothermae	9	0.364
200k.uDance	p__Candidatus_Pyropristinus	3	1.000
200k.uDance	p__candidate_division_GN15	1	1.000
200k.uDance	p__Candidatus_Eisenbacteria	15	1.000
200k.uDance	p__Candidatus_Glassbacteria	3	1.000
200k.uDance	p__OMG_group	56	0.337
200k.uDance	p__Candidatus_Raymondbacteria	7	1.000
200k.uDance	p__candidate_division_KSB1	23	0.465
200k.uDance	p__Deferribacteres	24	0.958
200k.uDance	p__Candidatus_Delongbacteria	7	0.778
200k.uDance	p__Krumholzibacteriota	1	1.000
200k.uDance	p__Candidatus_Rokubacteria	93	0.989
200k.uDance	p__Candidatus_Dependentiae	49	0.551
200k.uDance	p__Candidatus_Handelsmanbacteria	6	0.375
200k.uDance	p__Chrysiogenetes	4	0.500
200k.uDance	p__Nitrospinae/Tectomicrobia_group	83	0.744
200k.uDance	p__candidate_division_NC10	20	0.952
200k.uDance	p__candidate_division_KSB3	3	1.000
200k.uDance	p__Candidatus_Schekmanbacteria	8	0.875
200k.uDance	p__Candidatus_Fischerbacteria	1	1.000
200k.uDance	p__Acidobacteria_subdivision_22	1	1.000
200k.uDance	p__Acidobacteria_subdivision_13	1	1.000
200k.uDance	p__Acidobacteria_subdivision_2	1	1.000
200k.uDance	p__Thermodesulfobacteria	52	0.904
200k.uDance	p__PS1_clade	5	0.211
200k.uDance	p__sulfur-oxidizing_symbionts	83	0.590
200k.uDance	p__ant,_tsetse,_mealybug,_aphid,_etc._endosymbionts	37	0.462
200k.uDance	p__Candidatus_Baumannia	4	1.000
200k.uDance	p__SAR92_clade	30	0.414
200k.uDance	p__BD1-7_clade	6	0.500
200k.uDance	p__Candidatus_Porisulfidus	1	1.000
200k.uDance	p__OM43_clade	6	0.286
10k.concat	d__Archaea	657	1.000
10k.concat	d__Bacteria	9869	1.000
10k.concat	p__DPANN_group	9	0.556
10k.concat	p__Asgard_group	8	0.875
10k.concat	p__Diaforarchaea_group	43	0.519
10k.concat	p__Stenosarchaea_group	233	0.860
10k.concat	p__Candidatus_Hydrothermarchaeota	1	1.000
10k.concat	p__Euryarchaeota	75	0.533
10k.concat	p__Methanomada_group	53	1.000
10k.concat	p__TACK_group	235	0.992
10k.concat	p__Candidatus_Wirthbacteria	1	1.000
10k.concat	p__Candidatus_Abawacabacteria	1	1.000
10k.concat	p__Candidatus_Peregrinibacteria	55	0.917
10k.concat	p__Candidatus_Peribacteraceae	5	1.000
10k.concat	p__Candidatus_Dojkabacteria	13	1.000
10k.concat	p__candidate_division_WWE3	62	1.000
10k.concat	p__candidate_division_CPR3	3	1.000
10k.concat	p__Microgenomates_group	421	0.995
10k.concat	p__Proteobacteria	2885	0.936
10k.concat	p__Candidatus_Dependentiae	22	0.955
10k.concat	p__Candidatus_Berkelbacteria	8	1.000
10k.concat	p__candidate_division_CPR2	6	1.000
10k.concat	p__candidate_division_Kazan-3B-28	8	1.000
10k.concat	p__Candidatus_Saccharibacteria	18	1.000
10k.concat	p__Candidatus_Doudnabacteria	19	1.000
10k.concat	p__Parcubacteria_group	825	0.977
10k.concat	p__Candidatus_Wallbacteria	1	1.000
10k.concat	p__Candidatus_Riflebacteria	1	1.000
10k.concat	p__candidate_division_KD3-62	1	1.000
10k.concat	p__Candidatus_Fervidibacteria	3	1.000
10k.concat	p__Terrabacteria_group	3646	0.958
10k.concat	p__Spirochaetes	135	0.993
10k.concat	p__Candidatus_Fraserbacteria	1	1.000
10k.concat	p__Candidatus_Bipolaricaulota	7	1.000
10k.concat	p__PVC_group	272	0.617
10k.concat	p__Acidobacteria	56	0.965
10k.concat	p__Candidatus_Atribacteria	4	0.750
10k.concat	p__Synergistetes	30	0.967
10k.concat	p__Dictyoglomi	2	1.000
10k.concat	p__Caldiserica/Cryosericota_group	2	1.000
10k.concat	p__Coprothermobacterota	3	1.000
10k.concat	p__Thermotogae	35	1.000
10k.concat	p__Fusobacteria	36	1.000
10k.concat	p__FCB_group	982	0.939
10k.concat	p__Candidatus_Desantisbacteria	1	1.000
10k.concat	p__Candidatus_Aerophobetes	3	1.000
10k.concat	p__Candidatus_Firestonebacteria	1	1.000
10k.concat	p__Elusimicrobia	29	1.000
10k.concat	p__Candidatus_Raymondbacteria	1	1.000
10k.concat	p__Candidatus_Eisenbacteria	1	1.000
10k.concat	p__Candidatus_Coatesbacteria	1	1.000
10k.concat	p__Candidatus_Glassbacteria	3	1.000
10k.concat	p__Candidatus_Delongbacteria	1	1.000
10k.concat	p__Candidatus_Edwardsbacteria	1	1.000
10k.concat	p__candidate_division_TA06	7	0.571
10k.concat	p__candidate_division_WOR-3	2	1.000
10k.concat	p__Candidatus_Pyropristinus	3	1.000
10k.concat	p__Candidatus_Hydrothermae	6	0.833
10k.concat	p__Calditrichaeota	2	1.000
10k.concat	p__Deferribacteres	8	0.875
10k.concat	p__candidate_division_KSB1	1	1.000
10k.concat	p__Candidatus_Sumerlaeota	2	0.500
10k.concat	p__Candidatus_Lindowbacteria	1	1.000
10k.concat	p__Candidatus_Poribacteria	3	1.000
10k.concat	p__candidate_division_NC10	3	1.000
10k.concat	p__Candidatus_Schekmanbacteria	8	0.875
10k.concat	p__Candidatus_Fischerbacteria	1	1.000
10k.concat	p__Candidatus_Aminicenantes	8	1.000
10k.concat	p__Chrysiogenetes	2	1.000
10k.concat	p__Aquificae	17	0.941
10k.concat	p__Candidatus_Calescamantes	7	0.875
10k.concat	p__Candidatus_Dadabacteria	2	1.000
10k.concat	p__Nitrospinae/Tectomicrobia_group	18	0.889
10k.concat	p__Nitrospirae	55	0.982
10k.concat	p__Thermodesulfobacteria	10	1.000
10k.concat	p__PS1_clade	2	1.000
10k.concat	p__OM43_clade	1	1.000
10k.concat	p__sulfur-oxidizing_symbionts	38	0.833
10k.concat	p__BD1-7_clade	1	1.000
10k.concat	p__SAR92_clade	4	0.667
10k.concat	p__ant,_tsetse,_mealybug,_aphid,_etc._endosymbionts	15	0.400
10k.concat	p__Candidatus_Baumannia	3	1.000
10k.astral	d__Archaea	657	1.000
10k.astral	d__Bacteria	9869	1.000
10k.astral	p__DPANN_group	9	0.556
10k.astral	p__Asgard_group	8	0.875
10k.astral	p__Euryarchaeota	75	0.507
10k.astral	p__Stenosarchaea_group	233	0.860
10k.astral	p__TACK_group	235	0.992
10k.astral	p__Candidatus_Hydrothermarchaeota	1	1.000
10k.astral	p__Methanomada_group	53	1.000
10k.astral	p__Diaforarchaea_group	43	0.796
10k.astral	p__Candidatus_Wirthbacteria	1	1.000
10k.astral	p__Candidatus_Dojkabacteria	13	1.000
10k.astral	p__candidate_division_WWE3	62	1.000
10k.astral	p__candidate_division_CPR3	3	1.000
10k.astral	p__Microgenomates_group	421	0.995
10k.astral	p__Candidatus_Dependentiae	22	0.955
10k.astral	p__Proteobacteria	2885	0.909
10k.astral	p__Candidatus_Abawacabacteria	1	1.000
10k.astral	p__Candidatus_Peregrinibacteria	55	0.917
10k.astral	p__Candidatus_Peribacteraceae	5	1.000
10k.astral	p__Parcubacteria_group	825	0.977
10k.astral	p__Candidatus_Doudnabacteria	19	1.000
10k.astral	p__Candidatus_Berkelbacteria	8	1.000
10k.astral	p__candidate_division_Kazan-3B-28	8	1.000
10k.astral	p__candidate_division_CPR2	6	1.000
10k.astral	p__Candidatus_Saccharibacteria	18	1.000
10k.astral	p__Terrabacteria_group	3646	0.986
10k.astral	p__Dictyoglomi	2	1.000
10k.astral	p__Caldiserica/Cryosericota_group	2	1.000
10k.astral	p__Coprothermobacterota	3	1.000
10k.astral	p__Thermotogae	35	1.000
10k.astral	p__Candidatus_Wallbacteria	1	1.000
10k.astral	p__Candidatus_Fraserbacteria	1	1.000
10k.astral	p__Candidatus_Bipolaricaulota	7	1.000
10k.astral	p__Candidatus_Atribacteria	4	0.750
10k.astral	p__Synergistetes	30	0.967
10k.astral	p__Spirochaetes	135	0.993
10k.astral	p__PVC_group	272	0.989
10k.astral	p__Acidobacteria	56	0.965
10k.astral	p__Candidatus_Riflebacteria	1	1.000
10k.astral	p__Candidatus_Fervidibacteria	3	1.000
10k.astral	p__candidate_division_KD3-62	1	1.000
10k.astral	p__FCB_group	982	0.967
10k.astral	p__Fusobacteria	36	1.000
10k.astral	p__Candidatus_Aerophobetes	3	1.000
10k.astral	p__Candidatus_Lindowbacteria	1	1.000
10k.astral	p__Elusimicrobia	29	1.000
10k.astral	p__Candidatus_Coatesbacteria	1	1.000
10k.astral	p__Candidatus_Edwardsbacteria	1	1.000
10k.astral	p__candidate_division_TA06	7	0.571
10k.astral	p__candidate_division_WOR-3	2	1.000
10k.astral	p__Candidatus_Pyropristinus	3	1.000
10k.astral	p__Candidatus_Hydrothermae	6	0.833
10k.astral	p__Candidatus_Eisenbacteria	1	1.000
10k.astral	p__Candidatus_Glassbacteria	3	1.000
10k.astral	p__Candidatus_Raymondbacteria	1	1.000
10k.astral	p__Candidatus_Delongbacteria	1	1.000
10k.astral	p__Calditrichaeota	2	1.000
10k.astral	p__Deferribacteres	8	0.875
10k.astral	p__candidate_division_KSB1	1	1.000
10k.astral	p__Candidatus_Sumerlaeota	2	1.000
10k.astral	p__Candidatus_Poribacteria	3	1.000
10k.astral	p__Candidatus_Firestonebacteria	1	1.000
10k.astral	p__Candidatus_Desantisbacteria	1	1.000
10k.astral	p__Candidatus_Fischerbacteria	1	1.000
10k.astral	p__Candidatus_Aminicenantes	8	1.000
10k.astral	p__Candidatus_Schekmanbacteria	8	0.875
10k.astral	p__Nitrospinae/Tectomicrobia_group	18	0.889
10k.astral	p__Nitrospirae	55	0.818
10k.astral	p__candidate_division_NC10	3	1.000
10k.astral	p__Candidatus_Dadabacteria	2	1.000
10k.astral	p__Thermodesulfobacteria	10	1.000
10k.astral	p__PS1_clade	2	1.000
10k.astral	p__OM43_clade	1	1.000
10k.astral	p__sulfur-oxidizing_symbionts	38	0.833
10k.astral	p__BD1-7_clade	1	1.000
10k.astral	p__SAR92_clade	4	0.800
10k.astral	p__ant,_tsetse,_mealybug,_aphid,_etc._endosymbionts	15	0.382
10k.astral	p__Candidatus_Baumannia	3	1.000
10k.astral	p__Chrysiogenetes	2	1.000
10k.astral	p__Aquificae	17	0.941
10k.astral	p__Candidatus_Calescamantes	7	0.875
16k.uDance	d__Archaea	876	0.999
16k.uDance	d__Bacteria	14643	1.000
16k.uDance	p__DPANN_group	28	0.966
16k.uDance	p__Euryarchaeota	103	0.408
16k.uDance	p__Stenosarchaea_group	298	0.870
16k.uDance	p__Asgard_group	20	1.000
16k.uDance	p__TACK_group	253	0.996
16k.uDance	p__Candidatus_Hydrothermarchaeota	1	1.000
16k.uDance	p__Methanomada_group	75	1.000
16k.uDance	p__Diaforarchaea_group	97	0.789
16k.uDance	p__Proteobacteria	4144	0.899
16k.uDance	p__Marine_Group_IV	1	1.000
16k.uDance	p__Dictyoglomi	3	1.000
16k.uDance	p__Coprothermobacterota	2	1.000
16k.uDance	p__Caldiserica/Cryosericota_group	5	1.000
16k.uDance	p__Thermotogae	45	1.000
16k.uDance	p__Candidatus_Atribacteria	12	1.000
16k.uDance	p__Synergistetes	33	1.000
16k.uDance	p__Fusobacteria	40	0.975
16k.uDance	p__Candidatus_Lindowbacteria	1	1.000
16k.uDance	p__Spirochaetes	173	0.994
16k.uDance	p__PVC_group	635	0.888
16k.uDance	p__Terrabacteria_group	5321	0.993
16k.uDance	p__Candidatus_Aerophobetes	5	0.600
16k.uDance	p__Candidatus_Sumerlaeota	2	1.000
16k.uDance	p__FCB_group	1639	0.973
16k.uDance	p__Nitrospirae	89	0.944
16k.uDance	p__Candidatus_Coatesbacteria	1	1.000
16k.uDance	p__Candidatus_Poribacteria	11	1.000
16k.uDance	p__Elusimicrobia	55	0.946
16k.uDance	p__candidate_division_CPR3	6	0.667
16k.uDance	p__Candidatus_Edwardsbacteria	1	1.000
16k.uDance	p__candidate_division_TA06	10	0.500
16k.uDance	p__candidate_division_WOR-3	13	0.600
16k.uDance	p__Candidatus_Hydrothermae	5	0.800
16k.uDance	p__Candidatus_Pyropristinus	3	1.000
16k.uDance	p__Candidatus_Eisenbacteria	4	1.000
16k.uDance	p__Candidatus_Glassbacteria	3	1.000
16k.uDance	p__OMG_group	11	0.385
16k.uDance	p__Candidatus_Raymondbacteria	1	1.000
16k.uDance	p__Candidatus_Delongbacteria	2	1.000
16k.uDance	p__Calditrichaeota	5	0.600
16k.uDance	p__Deferribacteres	9	0.889
16k.uDance	p__candidate_division_KSB1	3	0.500
16k.uDance	p__Candidatus_Handelsmanbacteria	1	1.000
16k.uDance	p__candidate_division_FCPU426	1	1.000
16k.uDance	p__candidate_division_NPL-UPA2	1	1.000
16k.uDance	p__Candidatus_Firestonebacteria	2	1.000
16k.uDance	p__Candidatus_Desantisbacteria	5	0.800
16k.uDance	p__Candidatus_Calescamantes	9	0.900
16k.uDance	p__Aquificae	21	1.000
16k.uDance	p__Chrysiogenetes	2	1.000
16k.uDance	p__Candidatus_Dependentiae	26	0.963
16k.uDance	p__sulfur-oxidizing_symbionts	34	0.674
16k.uDance	p__BD1-7_clade	3	0.333
16k.uDance	p__SAR92_clade	8	0.600
16k.uDance	p__ant,_tsetse,_mealybug,_aphid,_etc._endosymbionts	17	0.261
16k.uDance	p__Candidatus_Baumannia	3	1.000
16k.uDance	p__OM43_clade	2	0.667
16k.uDance	p__PS1_clade	2	1.000
16k.uDance	p__Candidatus_Dadabacteria	10	0.900
16k.uDance	p__Thermodesulfobacteria	14	1.000
16k.uDance	p__Nitrospinae/Tectomicrobia_group	24	0.840
16k.uDance	p__Candidatus_Schekmanbacteria	8	0.875
16k.uDance	p__candidate_division_KSB3	1	1.000
16k.uDance	p__candidate_division_NC10	4	0.800
16k.uDance	p__Candidatus_Rokubacteria	10	1.000
16k.uDance	p__Acidobacteria	155	0.936
16k.uDance	p__Candidatus_Fischerbacteria	1	1.000
16k.uDance	p__Candidatus_Aminicenantes	15	1.000
16k.uDance	p__Acidobacteria_subdivision_22	1	1.000
16k.uDance	p__Candidatus_Riflebacteria	1	1.000
16k.uDance	p__Candidatus_Ozemobacterales	1	1.000
16k.uDance	p__candidate_division_KD3-62	1	1.000
16k.uDance	p__Candidatus_Fervidibacteria	3	1.000
16k.uDance	p__Candidatus_Gracilibacteria	6	0.500
16k.uDance	p__Candidatus_Abawacabacteria	1	1.000
16k.uDance	p__Candidatus_Peregrinibacteria	74	0.948
16k.uDance	p__candidate_division_SR1	1	1.000
16k.uDance	p__Parcubacteria_group	1061	0.978
16k.uDance	p__Candidatus_Peribacteraceae	2	0.500
16k.uDance	p__candidate_division_Kazan-3B-28	8	1.000
16k.uDance	p__candidate_division_WS5	1	1.000
16k.uDance	p__candidate_division_CPR2	6	1.000
16k.uDance	p__Candidatus_Saccharibacteria	69	0.971
16k.uDance	p__Candidatus_Berkelbacteria	19	0.905
16k.uDance	p__candidate_division_WS2	1	1.000
16k.uDance	p__Candidatus_Doudnabacteria	19	1.000
16k.uDance	p__Candidatus_Dojkabacteria	24	1.000
16k.uDance	p__candidate_division_WWE3	75	0.947
16k.uDance	p__Microgenomates_group	488	0.998
16k.uDance	p__Candidatus_Wirthbacteria	1	1.000
gtdb	d__Archaea	2004	0.998
gtdb	d__Bacteria	38110	1.000
gtdb	p__Stenosarchaea_group	592	0.884
gtdb	p__Euryarchaeota	274	0.279
gtdb	p__Marine_Group_IV	2	0.667
gtdb	p__Diaforarchaea_group	264	0.627
gtdb	p__PVC_group	1337	0.554
gtdb	p__Proteobacteria	13481	0.961
gtdb	p__TACK_group	472	0.994
gtdb	p__DPANN_group	216	0.709
gtdb	p__Asgard_group	44	0.957
gtdb	p__Methanomada_group	138	0.958
gtdb	p__Candidatus_Hydrothermarchaeota	1	1.000
gtdb	p__candidate_division_pMC2A384	1	1.000
gtdb	p__Spirochaetes	450	0.976
gtdb	p__FCB_group	5244	0.973
gtdb	p__Candidatus_Lindowbacteria	1	1.000
gtdb	p__Candidatus_Wallbacteria	1	1.000
gtdb	p__Candidatus_Riflebacteria	6	0.750
gtdb	p__Candidatus_Ozemobacterales	1	1.000
gtdb	p__Terrabacteria_group	14666	0.996
gtdb	p__Candidatus_Mcinerneyibacteriota	1	1.000
gtdb	p__Candidatus_Sumerlaeota	13	0.615
gtdb	p__Fusobacteria	75	0.960
gtdb	p__Candidatus_Calescamantes	3	1.000
gtdb	p__Candidatus_Dependentiae	26	0.926
gtdb	p__Synergistetes	65	0.985
gtdb	p__Candidatus_Fraserbacteria	3	1.000
gtdb	p__Candidatus_Bipolaricaulota	20	0.952
gtdb	p__Candidatus_Atribacteria	26	0.962
gtdb	p__Thermotogae	71	1.000
gtdb	p__Dictyoglomi	5	1.000
gtdb	p__Caldiserica/Cryosericota_group	17	0.941
gtdb	p__Coprothermobacterota	4	1.000
gtdb	p__Candidatus_Peregrinibacteria	45	0.918
gtdb	p__Candidatus_Peribacteraceae	3	0.333
gtdb	p__Nitrospirae	185	0.898
gtdb	p__Candidatus_Gracilibacteria	16	0.750
gtdb	p__Candidatus_Abawacabacteria	1	1.000
gtdb	p__candidate_division_SR1	7	1.000
gtdb	p__candidate_division_Kazan-3B-28	5	1.000
gtdb	p__candidate_division_CPR2	2	1.000
gtdb	p__Candidatus_Saccharibacteria	120	0.983
gtdb	p__Parcubacteria_group	661	0.982
gtdb	p__Candidatus_Doudnabacteria	13	1.000
gtdb	p__Microgenomates_group	221	0.973
gtdb	p__Candidatus_Berkelbacteria	16	0.889
gtdb	p__candidate_division_WS2	1	1.000
gtdb	p__Candidatus_Dojkabacteria	25	0.962
gtdb	p__candidate_division_CPR3	2	0.500
gtdb	p__candidate_division_WWE3	30	0.935
gtdb	p__Candidatus_Wirthbacteria	1	1.000
gtdb	p__Acidobacteria	446	0.933
gtdb	p__Candidatus_Aerophobetes	9	0.700
gtdb	p__Elusimicrobia	106	0.920
gtdb	p__candidate_division_FCPU426	4	0.571
gtdb	p__Candidatus_Firestonebacteria	2	1.000
gtdb	p__Candidatus_Goldbacteria	1	1.000
gtdb	p__Candidatus_Desantisbacteria	4	0.800
gtdb	p__candidate_division_TA06	9	0.222
gtdb	p__candidate_division_NPL-UPA2	1	1.000
gtdb	p__Candidatus_Poribacteria	31	1.000
gtdb	p__Candidatus_Coatesbacteria	3	0.500
gtdb	p__Candidatus_Raymondbacteria	1	1.000
gtdb	p__candidate_division_KSB1	9	0.389
gtdb	p__Calditrichaeota	14	0.407
gtdb	p__Candidatus_Delongbacteria	3	1.000
gtdb	p__Deferribacteres	18	0.944
gtdb	p__Candidatus_Rokubacteria	35	0.971
gtdb	p__candidate_division_WOR-3	26	0.656
gtdb	p__Candidatus_Pyropristinus	1	1.000
gtdb	p__Candidatus_Hydrothermae	3	0.333
gtdb	p__Candidatus_Edwardsbacteria	1	1.000
gtdb	p__candidate_division_GN15	1	1.000
gtdb	p__Candidatus_Glassbacteria	1	1.000
gtdb	p__OMG_group	13	0.214
gtdb	p__Candidatus_Eisenbacteria	12	1.000
gtdb	p__Candidatus_Aminicenantes	35	0.895
gtdb	p__Acidobacteria_subdivision_22	1	1.000
gtdb	p__Acidobacteria_subdivision_2	1	1.000
gtdb	p__Acidobacteria_subdivision_13	1	1.000
gtdb	p__Chrysiogenetes	3	0.667
gtdb	p__Aquificae	46	0.938
gtdb	p__candidate_division_NC10	12	1.000
gtdb	p__candidate_division_KSB3	1	1.000
gtdb	p__Candidatus_Schekmanbacteria	3	1.000
gtdb	p__Nitrospinae/Tectomicrobia_group	32	0.842
gtdb	p__Thermodesulfobacteria	30	0.867
gtdb	p__Candidatus_Dadabacteria	12	0.571
gtdb	p__candidate_division_UBP10	3	0.400
gtdb	p__OM43_clade	3	0.500
gtdb	p__Candidatus_Porisulfidus	1	1.000
gtdb	p__ant,_tsetse,_mealybug,_aphid,_etc._endosymbionts	21	0.304
gtdb	p__sulfur-oxidizing_symbionts	15	0.240
gtdb	p__SAR92_clade	7	0.250
gtdb	p__BD1-7_clade	3	0.667
gtdb	p__Candidatus_Baumannia	4	1.000
gtdb	p__PS1_clade	3	0.600
